Dex Number,Name,Generation,Status,Species,Stat Total,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Type,Ability,Hidden Ability,Image
656,Froakie,6,Normal,Bubble Frog Pokémon,314,41,56,40,62,44,71,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Torrent,Protean,![/assets/home_images/froakie.png](/assets/home_images/froakie.png)
657,Frogadier,6,Normal,Bubble Frog Pokémon,405,54,63,52,83,56,97,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Torrent,Protean,![/assets/home_images/frogadier.png](/assets/home_images/frogadier.png)
658,Greninja,6,Normal,Ninja Pokémon,530,72,95,67,103,71,122,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Torrent,Protean,![/assets/home_images/greninja.png](/assets/home_images/greninja.png)
658,Ash-Greninja,6,Normal,Ninja Pokémon,640,72,145,67,153,71,132,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Battle Bond,-,![/assets/home_images/greninja-ash.png](/assets/home_images/greninja-ash.png)
659,Bunnelby,6,Normal,Digging Pokémon,237,38,36,38,32,36,57,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Pickup / Cheek Pouch,Huge Power,![/assets/home_images/bunnelby.png](/assets/home_images/bunnelby.png)
660,Diggersby,6,Normal,Digging Pokémon,423,85,56,77,50,77,78,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Pickup / Cheek Pouch,Huge Power,![/assets/home_images/diggersby.png](/assets/home_images/diggersby.png)
661,Fletchling,6,Normal,Tiny Robin Pokémon,278,45,50,43,40,38,62,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Big Pecks,Gale Wings,![/assets/home_images/fletchling.png](/assets/home_images/fletchling.png)
662,Fletchinder,6,Normal,Ember Pokémon,382,62,73,55,56,52,84,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Flame Body,Gale Wings,![/assets/home_images/fletchinder.png](/assets/home_images/fletchinder.png)
663,Talonflame,6,Normal,Scorching Pokémon,499,78,81,71,74,69,126,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Flame Body,Gale Wings,![/assets/home_images/talonflame.png](/assets/home_images/talonflame.png)
664,Scatterbug,6,Normal,Scatterdust Pokémon,200,38,35,40,27,25,35,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Shield Dust / Compound Eyes,Friend Guard,![/assets/home_images/scatterbug.png](/assets/home_images/scatterbug.png)
665,Spewpa,6,Normal,Scatterdust Pokémon,213,45,22,60,27,30,29,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Shed Skin,Friend Guard,![/assets/home_images/spewpa.png](/assets/home_images/spewpa.png)
666,Vivillon,6,Normal,Scale Pokémon,411,80,52,50,90,50,89,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Shield Dust / Compound Eyes,Friend Guard,![/assets/home_images/vivillon.png](/assets/home_images/vivillon.png)
667,Litleo,6,Normal,Lion Cub Pokémon,369,62,50,58,73,54,72,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Rivalry / Unnerve,Moxie,![/assets/home_images/litleo.png](/assets/home_images/litleo.png)
668,Pyroar,6,Normal,Royal Pokémon,507,86,68,72,109,66,106,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Rivalry / Unnerve,Moxie,![/assets/home_images/pyroar.png](/assets/home_images/pyroar.png)
669,Flabébé,6,Normal,Single Bloom Pokémon,303,44,38,39,61,79,42,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Flower Veil,Symbiosis,![/assets/home_images/flabebe.png](/assets/home_images/flabebe.png)
670,Floette,6,Normal,Single Bloom Pokémon,371,54,45,47,75,98,52,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Flower Veil,Symbiosis,![/assets/home_images/floette.png](/assets/home_images/floette.png)
671,Florges,6,Normal,Garden Pokémon,552,78,65,68,112,154,75,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Flower Veil,Symbiosis,![/assets/home_images/florges.png](/assets/home_images/florges.png)
672,Skiddo,6,Normal,Mount Pokémon,350,66,65,48,62,57,52,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Sap Sipper,Grass Pelt,![/assets/home_images/skiddo.png](/assets/home_images/skiddo.png)
673,Gogoat,6,Normal,Mount Pokémon,531,123,100,62,97,81,68,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Sap Sipper,Grass Pelt,![/assets/home_images/gogoat.png](/assets/home_images/gogoat.png)
674,Pancham,6,Normal,Playful Pokémon,348,67,82,62,46,48,43,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Iron Fist / Mold Breaker,Scrappy,![/assets/home_images/pancham.png](/assets/home_images/pancham.png)
675,Pangoro,6,Normal,Daunting Pokémon,495,95,124,78,69,71,58,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Iron Fist / Mold Breaker,Scrappy,![/assets/home_images/pangoro.png](/assets/home_images/pangoro.png)
676,Furfrou,6,Normal,Poodle Pokémon,472,75,80,60,65,90,102,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Fur Coat,-,![/assets/home_images/furfrou.png](/assets/home_images/furfrou.png)
677,Espurr,6,Normal,Restraint Pokémon,355,62,48,54,63,60,68,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Keen Eye / Infiltrator,Own Tempo,![/assets/home_images/espurr.png](/assets/home_images/espurr.png)
678,Meowstic Male,6,Normal,Constraint Pokémon,466,74,48,76,83,81,104,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Keen Eye / Infiltrator,Prankster,![/assets/home_images/meowstic-male.png](/assets/home_images/meowstic-male.png)
678,Meowstic Female,6,Normal,Constraint Pokémon,466,74,48,76,83,81,104,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Keen Eye / Infiltrator,Competitive,![/assets/home_images/meowstic-female.png](/assets/home_images/meowstic-female.png)
679,Honedge,6,Normal,Sword Pokémon,325,45,80,100,35,37,28,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),No Guard,-,![/assets/home_images/honedge.png](/assets/home_images/honedge.png)
680,Doublade,6,Normal,Sword Pokémon,448,59,110,150,45,49,35,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),No Guard,-,![/assets/home_images/doublade.png](/assets/home_images/doublade.png)
681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,520,60,150,50,150,50,60,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Stance Change,-,![/assets/home_images/aegislash-blade.png](/assets/home_images/aegislash-blade.png)
681,Aegislash Shield Forme,6,Normal,Royal Sword Pokémon,520,60,50,150,50,150,60,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Stance Change,-,![/assets/home_images/aegislash-shield.png](/assets/home_images/aegislash-shield.png)
682,Spritzee,6,Normal,Perfume Pokémon,341,78,52,60,63,65,23,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Healer,Aroma Veil,![/assets/home_images/spritzee.png](/assets/home_images/spritzee.png)
683,Aromatisse,6,Normal,Fragrance Pokémon,462,101,72,72,99,89,29,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Healer,Aroma Veil,![/assets/home_images/aromatisse.png](/assets/home_images/aromatisse.png)
684,Swirlix,6,Normal,Cotton Candy Pokémon,341,62,48,66,59,57,49,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Sweet Veil,Unburden,![/assets/home_images/swirlix.png](/assets/home_images/swirlix.png)
685,Slurpuff,6,Normal,Meringue Pokémon,480,82,80,86,85,75,72,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Sweet Veil,Unburden,![/assets/home_images/slurpuff.png](/assets/home_images/slurpuff.png)
686,Inkay,6,Normal,Revolving Pokémon,288,53,54,53,37,46,45,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Contrary / Suction Cups,Infiltrator,![/assets/home_images/inkay.png](/assets/home_images/inkay.png)
687,Malamar,6,Normal,Overturning Pokémon,482,86,92,88,68,75,73,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Contrary / Suction Cups,Infiltrator,![/assets/home_images/malamar.png](/assets/home_images/malamar.png)
688,Binacle,6,Normal,Two-Handed Pokémon,306,42,52,67,39,56,50,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Sniper / Tough Claws,Pickpocket,![/assets/home_images/binacle.png](/assets/home_images/binacle.png)
689,Barbaracle,6,Normal,Collective Pokémon,500,72,105,115,54,86,68,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Sniper / Tough Claws,Pickpocket,![/assets/home_images/barbaracle.png](/assets/home_images/barbaracle.png)
690,Skrelp,6,Normal,Mock Kelp Pokémon,320,50,60,60,60,60,30,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Poison Point / Poison Touch,Adaptability,![/assets/home_images/skrelp.png](/assets/home_images/skrelp.png)
691,Dragalge,6,Normal,Mock Kelp Pokémon,494,65,75,90,97,123,44,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Poison Point / Poison Touch,Adaptability,![/assets/home_images/dragalge.png](/assets/home_images/dragalge.png)
692,Clauncher,6,Normal,Water Gun Pokémon,330,50,53,62,58,63,44,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Mega Launcher,-,![/assets/home_images/clauncher.png](/assets/home_images/clauncher.png)
693,Clawitzer,6,Normal,Howitzer Pokémon,500,71,73,88,120,89,59,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Mega Launcher,-,![/assets/home_images/clawitzer.png](/assets/home_images/clawitzer.png)
694,Helioptile,6,Normal,Generator Pokémon,289,44,38,33,61,43,70,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg) ![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Dry Skin / Sand Veil,Solar Power,![/assets/home_images/helioptile.png](/assets/home_images/helioptile.png)
695,Heliolisk,6,Normal,Generator Pokémon,481,62,55,52,109,94,109,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg) ![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Dry Skin / Sand Veil,Solar Power,![/assets/home_images/heliolisk.png](/assets/home_images/heliolisk.png)
696,Tyrunt,6,Normal,Royal Heir Pokémon,362,58,89,77,45,45,48,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Strong Jaw,Sturdy,![/assets/home_images/tyrunt.png](/assets/home_images/tyrunt.png)
697,Tyrantrum,6,Normal,Despot Pokémon,521,82,121,119,69,59,71,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Strong Jaw,Rock Head,![/assets/home_images/tyrantrum.png](/assets/home_images/tyrantrum.png)
698,Amaura,6,Normal,Tundra Pokémon,362,77,59,50,67,63,46,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Refrigerate,Snow Warning,![/assets/home_images/amaura.png](/assets/home_images/amaura.png)
699,Aurorus,6,Normal,Tundra Pokémon,521,123,77,72,99,92,58,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Refrigerate,Snow Warning,![/assets/home_images/aurorus.png](/assets/home_images/aurorus.png)
700,Sylveon,6,Normal,Intertwining Pokémon,525,95,65,65,110,130,60,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Cute Charm,Pixilate,![/assets/home_images/sylveon.png](/assets/home_images/sylveon.png)
701,Hawlucha,6,Normal,Wrestling Pokémon,500,78,92,75,74,63,118,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Limber / Unburden,Mold Breaker,![/assets/home_images/hawlucha.png](/assets/home_images/hawlucha.png)
702,Dedenne,6,Normal,Antenna Pokémon,431,67,58,57,81,67,101,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Cheek Pouch / Pickup,Plus,![/assets/home_images/dedenne.png](/assets/home_images/dedenne.png)
703,Carbink,6,Normal,Jewel Pokémon,500,50,50,150,50,150,50,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Clear Body,Sturdy,![/assets/home_images/carbink.png](/assets/home_images/carbink.png)
704,Goomy,6,Normal,Soft Tissue Pokémon,300,45,50,35,55,75,40,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Sap Sipper / Hydration,Gooey,![/assets/home_images/goomy.png](/assets/home_images/goomy.png)
705,Sliggoo,6,Normal,Soft Tissue Pokémon,452,68,75,53,83,113,60,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Sap Sipper / Hydration,Gooey,![/assets/home_images/sliggoo.png](/assets/home_images/sliggoo.png)
705,Hisuian Sliggoo,6,Normal,Snail Pokémon,452,58,75,83,83,113,40,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg)![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Sap Sipper / Overcoat,Gooey,![/assets/home_images/sliggoo-hisuian.png](/assets/home_images/sliggoo-hisuian.png)
706,Goodra,6,Normal,Dragon Pokémon,600,90,100,70,110,150,80,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Sap Sipper / Hydration,Gooey,![/assets/home_images/goodra.png](/assets/home_images/goodra.png)
706,Hisuian Goodra,6,Normal,Shell Bunker Pokémon,600,80,100,100,110,150,60,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg)![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Sap Sipper / Overcoat,Gooey,![/assets/home_images/goodra-hisuian.png](/assets/home_images/goodra-hisuian.png)
707,Klefki,6,Normal,Key Ring Pokémon,470,57,80,91,80,87,75,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Prankster,Magician,![/assets/home_images/klefki.png](/assets/home_images/klefki.png)
708,Phantump,6,Normal,Stump Pokémon,309,43,70,48,50,60,38,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Natural Cure / Frisk,Harvest,![/assets/home_images/phantump.png](/assets/home_images/phantump.png)
709,Trevenant,6,Normal,Elder Tree Pokémon,474,85,110,76,65,82,56,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Natural Cure / Frisk,Harvest,![/assets/home_images/trevenant.png](/assets/home_images/trevenant.png)
710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,335,49,66,70,44,55,51,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Pickup / Frisk,Insomnia,![/assets/home_images/pumpkaboo-average.png](/assets/home_images/pumpkaboo-average.png)
710,Pumpkaboo Small Size,6,Normal,Pumpkin Pokémon,335,44,66,70,44,55,56,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Pickup / Frisk,Insomnia,![/assets/home_images/pumpkaboo-small.png](/assets/home_images/pumpkaboo-small.png)
710,Pumpkaboo Large Size,6,Normal,Pumpkin Pokémon,335,54,66,70,44,55,46,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Pickup / Frisk,Insomnia,![/assets/home_images/pumpkaboo-large.png](/assets/home_images/pumpkaboo-large.png)
710,Pumpkaboo Super Size,6,Normal,Pumpkin Pokémon,335,59,66,70,44,55,41,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Pickup / Frisk,Insomnia,![/assets/home_images/pumpkaboo-super.png](/assets/home_images/pumpkaboo-super.png)
711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,494,65,90,122,58,75,84,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Pickup / Frisk,Insomnia,![/assets/home_images/gourgeist-average.png](/assets/home_images/gourgeist-average.png)
711,Gourgeist Small Size,6,Normal,Pumpkin Pokémon,494,55,85,122,58,75,99,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Pickup / Frisk,Insomnia,![/assets/home_images/gourgeist-small.png](/assets/home_images/gourgeist-small.png)
711,Gourgeist Large Size,6,Normal,Pumpkin Pokémon,494,75,95,122,58,75,69,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Pickup / Frisk,Insomnia,![/assets/home_images/gourgeist-large.png](/assets/home_images/gourgeist-large.png)
711,Gourgeist Super Size,6,Normal,Pumpkin Pokémon,494,85,100,122,58,75,54,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Pickup / Frisk,Insomnia,![/assets/home_images/gourgeist-super.png](/assets/home_images/gourgeist-super.png)
712,Bergmite,6,Normal,Ice Chunk Pokémon,304,55,69,85,32,35,28,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Own Tempo / Ice Body,Sturdy,![/assets/home_images/bergmite.png](/assets/home_images/bergmite.png)
713,Avalugg,6,Normal,Iceberg Pokémon,514,95,117,184,44,46,28,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Own Tempo / Ice Body,Sturdy,![/assets/home_images/avalugg.png](/assets/home_images/avalugg.png)
713,Hisuian Avalugg,6,Normal,Iceberg Pokémon,514,95,127,184,34,36,38,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg)![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Strong Jaw / Ice Body,Sturdy,![/assets/home_images/avalugg-hisuian.png](/assets/home_images/avalugg-hisuian.png)
714,Noibat,6,Normal,Sound Wave Pokémon,245,40,30,35,45,40,55,![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Frisk / Infiltrator,Telepathy,![/assets/home_images/noibat.png](/assets/home_images/noibat.png)
715,Noivern,6,Normal,Sound Wave Pokémon,535,85,70,80,97,80,123,![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Frisk / Infiltrator,Telepathy,![/assets/home_images/noivern.png](/assets/home_images/noivern.png)
716,Xerneas,6,Legendary,Life Pokémon,680,126,131,95,131,98,99,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Fairy Aura,-,![/assets/home_images/xerneas.png](/assets/home_images/xerneas.png)
717,Yveltal,6,Legendary,Destruction Pokémon,680,126,131,95,131,98,99,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Dark Aura,-,![/assets/home_images/yveltal.png](/assets/home_images/yveltal.png)
718,Zygarde 50% Forme,6,Legendary,Order Pokémon,600,108,100,121,81,95,95,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Aura Break / Power Construct,-,![/assets/home_images/zygarde-50.png](/assets/home_images/zygarde-50.png)
718,Zygarde 10% Forme,6,Legendary,Order Pokémon,486,54,100,71,61,85,115,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Aura Break / Power Construct,-,![/assets/home_images/zygarde-10.png](/assets/home_images/zygarde-10.png)
718,Zygarde Complete Forme,6,Legendary,Order Pokémon,708,216,100,121,91,95,85,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Power Construct,-,![/assets/home_images/zygarde-complete.png](/assets/home_images/zygarde-complete.png)
719,Diancie,6,Mythical,Jewel Pokémon,600,50,100,150,100,150,50,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Clear Body,-,![/assets/home_images/diancie.png](/assets/home_images/diancie.png)
719,Mega Diancie,6,Mythical,Jewel Pokémon,700,50,160,110,160,110,110,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Magic Bounce,-,![/assets/home_images/diancie-mega.png](/assets/home_images/diancie-mega.png)
720,Hoopa Confined,6,Mythical,Mischief Pokémon,600,80,110,60,150,130,70,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Magician,-,![/assets/home_images/hoopa-confined.png](/assets/home_images/hoopa-confined.png)
720,Hoopa Unbound,6,Mythical,Djinn Pokémon,680,80,160,60,170,130,80,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Magician,-,![/assets/home_images/hoopa-unbound.png](/assets/home_images/hoopa-unbound.png)
721,Volcanion,6,Mythical,Steam Pokémon,600,80,110,120,130,90,70,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Water Absorb,-,![/assets/home_images/volcanion.png](/assets/home_images/volcanion.png)
